Season,Latitude,DELTA_crossing,area_albedo_cloud,area_albedo_cloud_check,area_albedo,Carbon_eq,Carbon_eq_cloud
4,40,1.4246249858690803,-703665.9951176194,-727700.5675958879,1224977.920907069,-0.0025455637597815444,-0.0025455637597815444
4,41,1.2784882306045713,-539612.7320936028,-547197.6358931158,1235364.728495378,-0.0019798829242745346,-0.0019798829242745346
4,42,1.2280951049948676,-455699.6235473077,-476503.9887223374,1245715.810166011,-0.0016027623672698612,-0.0016027623672698612
4,43,1.2254290386952285,-416348.107927955,-434206.30146389455,1255992.9362490885,-0.001508482228018693,-0.001508482228018693
4,44,1.0420229024783492,-196676.14098821912,-205094.38663494214,1266153.010550357,-0.0006599609747581782,-0.0006599609747581782
4,45,0.906224579355019,668924.8680959471,-35431.476417599246,1274617.9198856177,0.002451283620530376,0.002451283620530376
4,46,0.7194229647620194,675848.4635418376,145209.1365952287,1277922.5246103914,0.002451283620530376,0.002451283620530376
4,47,0.6060938732665768,679261.0471775646,264208.3967084028,1283672.7558905869,0.002451283620530376,0.002451283620530376
4,48,0.522581117775351,681842.9503461645,344688.86760593764,1291214.9063173989,0.002451283620530376,0.002451283620530376
4,49,0.2993091433285855,700289.9264308417,513788.1448806524,1295106.8430100582,0.002451283620530376,0.002451283620530376
4,50,-0.01870164002658825,725705.4626170853,740371.0939335339,1301691.9128562454,0.0026398438990327126,0.0026398438990327126
4,51,-0.3675790977226949,691168.880642769,981478.2406869996,1307096.6919985928,0.002451283620530376,0.002451283620530376
4,52,-0.6672146187511716,665976.8133749536,1185610.1601392552,1312326.617031217,0.002451283620530376,0.002451283620530376
4,53,-0.860479665156233,642163.1919894837,1282673.3691807147,1308608.0632027674,0.0022627233420280395,0.0022627233420280395
4,54,-0.9813791481655878,628485.0143215515,1329768.3087475523,1305862.7430887723,0.0022627233420280395,0.0022627233420280395
4,55,-0.8314102634400165,638047.7921794277,1225767.0577475447,1301587.3121098974,0.0022627233420280395,0.0022627233420280395
4,56,-0.6089088434042935,650634.3640611863,1060340.361850785,1297996.184954306,0.0022627233420280395,0.0022627233420280395
4,57,-0.3138838445927803,665880.9393041225,869764.8797801789,1293847.1863879103,0.002451283620530376,0.002451283620530376
4,58,0.04606973911618617,671034.3781235332,650279.0129273143,1282437.870456943,0.002451283620530376,0.002451283620530376
4,59,0.4897102874238737,637554.9611327428,408011.6228880314,1266147.6588645622,0.0022627233420280395,0.0022627233420280395
4,60,0.9119788741478114,609783.4205256082,259286.64422680158,1251642.2068683268,0.0022627233420280395,0.0022627233420280395
4,61,1.2864936433593934,161974.33533471142,34240.884419900365,1233040.7164855467,0.0005656808355070099,0.0005656808355070099
4,62,1.6720145874319323,141619.19970236585,141761.90937250666,1206881.064390549,0.0005656808355070099,0.0005656808355070099
4,63,,7588495.031111784,7600403.55745516,1175710.1526140056,0.027152680104336472,0.027152680104336472
4,64,,7525966.6835798705,7537232.927737453,1142430.1419614805,0.026964119825834135,0.026964119825834135
4,65,,-5685033.830496891,-5809890.9058612045,1097949.1909062916,-0.020364510078252355,-0.020364510078252355
